r_bal_wage,r_cur_purch,p_exp_gas,p_exp_oil,p_exp_op,r_dif_reserves,r_errors,r_exp_serv,r_exp_gas,r_exp_goods,r_imp_all,r_imp_goods,r_imp_serv,r_bal_inv,r_exp_oil,r_exp_op,r_exp_othg,r_bal_rent_sinc,rub_usd,v_exp_gas,v_exp_oil,v_exp_op,r_cur_account,r_bal_fin,r_bal_trade,r_bal_serv,r_exp_all
0.250293514889182,0.200415234509803,0.0211439658812621,0.00876759641727239,0.0154454827556012,1.28285178794111,1.89984198127962,0.185841276864598,0.0839750503199624,0.0294823919980555,0.044649968972361,0.0443729718156522,0.160935690283552,0.357999597536258,0.0439606679281038,0.0800312109774769,0.0479456184615639,0.44103159712154,0.0612122517253703,0.0787278796371819,0.0410527403454659,0.0765167391250907,0.356165148691567,1.60901703580178,0.172646427146949,2.1362052833162,0.0534083630440126
