date,p_exp_oil,p_exp_op,p_exp_gas,brent,gas_lng,gas_europe,dum_2012,dum_1114,dum01,dum02,dum03,dum04,dum05,dum06,dum07,dum08,dum09,dum10,dum11,dum12,r_bal_fin,r_errors,r_dif_reserves,r_price_cur_purch,vcor,r_cur_purch,r_dum_cur_purch,em_index,rate_repo,rate_10tr,r_exp_oil,v_exp_oil,r_exp_op,v_exp_op,r_exp_gas,v_exp_gas,usd_eur,rub_usd,v_prod_oil,v_prod_op,v_prod_gas,r_exp_goods,r_exp_othg,r_exp_serv,r_exp_all,r_imp_goods,r_imp_serv,r_imp_all,n_y,n_c,n_g,n_j,n_ex,n_im,n_ds,r_bal_trade,r_bal_serv,r_bal_wage,r_bal_rent,r_bal_sinc,r_bal_inv,r_cap_account,r_cur_account,const,brent_1,brent_2,brent_3,brent_4,brent_5,brent_6,gas_europe_1,gas_europe_2,gas_europe_3,gas_lng_1,gas_lng_2,gas_lng_3,gas_lng_4,gas_lng_5,rub_usd_1,rub_usd_2,usd_eur_1,v_prod_op_1,gdp_1,vnok_1,n_ds_1,n_c_1,n_j_1,v_exp_oil_1,p_exp_oil_3,rub_usd_eur_1,r_rent_sinc,dif_usd_rub_ratio,dif_usd_rub_ratio_1,dif_brent,dif_usd_rub,dif_usd_eur,dif_em_index,dif_em_index_ratio,dif_brent_ratio,dif_usd_eur_ratio,dif_r,dif_r_1
2006-11-01,0.37838873104137,0.400473222327726,0.225462523545964,58.4831818181818,7.21,8.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,2,0,0,0.89765308971266,6.1125,4.458,7.38257274,19.510551278,3.36664781,8.40667396045,3.84758273,17.065287257,1.3246,26.31,39.9892,19.149,57.8013,24.382,9.78519672,,,16.18,,,2544.67023883784,1294.06507908222,434.968790511153,490.515834933324,747.487394689651,512.595709445261,90.228849066754,8.202,,,,,,,,1,58.38,62.7719047619048,73.6121739130435,73.8971428571429,68.8577272727273,70.1872727272727,8.97,8.77,8.71,7.2,7.65,7.23,6.86,7.1,26.75,26.78,1.2767,19.0752,2544.67023883784,490.515834933324,90.228849066754,1294.06507908222,490.515834933324,20.824629852,0.463364456177395,34.151725,,-0.0164485981308412,-0.0011202389843167,0.103181818181795,-0.440000000000001,0.0479000000000001,-0.00470348061304837,-0.0052124412540717,0.00176741723504274,0.0375186026474505,1.6545,1.5615
2006-12-01,0.381142813851527,0.405248024193708,0.218320111085244,62.3147368421053,7.35,8.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,2,0,0,0.891310815995419,6.0865625,4.71,7.98234902,20.943196959,3.54006407,8.7355492406,4.6205664,21.164181243,1.3199,26.33,41.3629,19.6328,60.1721,28.354,12.21102051,,,19.625,,,2544.67023883784,1294.06507908222,434.968790511153,490.515834933324,747.487394689651,512.595709445261,90.228849066754,8.729,,,,,,,,1,58.4831818181818,58.38,62.7719047619048,73.6121739130435,73.8971428571429,68.8577272727273,8.99,8.97,8.77,7.21,7.2,7.65,7.23,6.86,26.31,26.75,1.3246,19.149,2544.67023883784,490.515834933324,90.228849066754,1294.06507908222,490.515834933324,19.510551278,0.429206116373363,34.850226,,0.000760167236792078,-0.0164485981308412,3.8315550239235,0.0199999999999996,-0.00469999999999993,-0.00634227371724094,-0.00706539507291298,0.0655155021461625,-0.00354824097840852,1.3765625,1.6545
2007-01-01,0.369771005931787,0.392619484836326,0.222914171661388,54.2990909090909,7.11,8.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,2,0,0,0.889822015272414,6.11166666666667,4.826,7.43693604,20.11227468,2.89784743,7.380803913,3.98216414,17.864113844,1.3033,26.53,41.6411,19.2369,60.8384,21.287,6.97005239,,,11.655,,,2656.71234099423,1331.83781665454,457.268730180642,509.893782999871,754.248378907125,534.728573469995,90.228849066754,9.632,,,,,,,,1,62.3147368421053,58.4831818181818,58.38,62.7719047619048,73.6121739130435,73.8971428571429,8.92,8.99,8.97,7.35,7.21,7.2,7.65,7.23,26.33,26.31,1.3199,19.6328,2544.67023883784,490.515834933324,90.228849066754,1294.06507908222,490.515834933324,20.943196959,0.392321132623414,34.752967,,0.00759589821496403,0.000760167236792078,-8.0156459330144,0.200000000000003,-0.0166000000000002,-0.00148880072300506,-0.00167034966510797,-0.128631626148477,-0.0125767103568453,1.28566666666667,1.3765625
2007-02-01,0.357087134105332,0.39035752500917,0.210527924903883,57.757,6.89,8.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,2,0,0,0.886786208531392,6.05375,4.55,7.39039169,20.696325866,3.35800213,8.602375809,3.46740751,16.470059787,1.3237,26.16,37.7454,18.074,55.0014,22.945,8.72919867,,,14.073,,,2656.71234099423,1331.83781665454,457.268730180642,509.893782999871,754.248378907125,534.728573469995,138.192205722054,8.872,,,,,,,,1,54.2990909090909,62.3147368421053,58.4831818181818,58.38,62.7719047619048,73.6121739130435,8.59,8.92,8.99,7.11,7.35,7.21,7.2,7.65,26.53,26.33,1.3033,19.2369,2656.71234099423,509.893782999871,138.192205722054,1331.83781665454,509.893782999871,20.11227468,0.37838873104137,34.576549,,-0.0139464756879005,0.00759589821496403,3.4579090909091,-0.370000000000001,0.0204000000000002,-0.00303580674102188,-0.00341170109181047,0.0636826332267409,0.0156525742346353,1.50375,1.28566666666667
2007-03-01,0.382955713041086,0.391740962179298,0.213771581083198,62.1436363636364,6.86,8.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,2,0,0,0.880180527269924,6.0637037037037,4.648,8.55492004,22.339188968,3.70391925,9.455021577,3.09323855,14.46983052811,1.3357,26.01,41.7806,19.0717,59.4262,25.945,10.59292216,,,16.884,,,2656.71234099423,1331.83781665454,457.268730180642,509.893782999871,754.248378907125,534.728573469995,138.192205722054,9.061,,,,,,,,1,57.757,54.2990909090909,62.3147368421053,58.4831818181818,58.38,62.7719047619048,8.56,8.59,8.92,6.89,7.11,7.35,7.21,7.2,26.16,26.53,1.3237,18.074,2656.71234099423,509.893782999871,138.192205722054,1331.83781665454,509.893782999871,20.696325866,0.381142813851527,34.627992,,-0.00573394495412839,-0.0139464756879005,4.38663636363641,-0.149999999999999,0.012,-0.00660568126146743,-0.0074490121721752,0.0759498651875341,0.00906549822467327,1.4157037037037,1.50375
2007-04-01,0.422493086051753,0.402708832039523,0.216009539050244,67.3984210526316,7.09,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,0,2,0,0,0.870145379796128,6.0637037037037,4.63,9.23151156,21.850089066,3.88117226,9.63766362,2.96627331,13.73214036307,1.3655,25.69,40.0873,18.0923,56.1552,26.994,10.91504287,,,16.694,,,2839.92910592638,1428.55446752814,482.441311550246,572.172430543861,791.164529349258,570.248657755421,138.192205722054,10.3,,,,,,,,1,62.1436363636364,57.757,54.2990909090909,62.3147368421053,58.4831818181818,58.38,8.37,8.56,8.59,6.86,6.89,7.11,7.35,7.21,26.01,26.16,1.3357,19.0717,2656.71234099423,509.893782999871,138.192205722054,1331.83781665454,509.893782999871,22.339188968,0.369771005931787,34.741557,,-0.0123029603998462,-0.00573394495412839,5.2547846889952,-0.32,0.0297999999999998,-0.0100351474737964,-0.0114012377721223,0.0845586933189198,0.0223103990417009,1.4337037037037,1.4157037037037
2007-05-01,0.435390557176535,0.421729815791131,0.224143777581831,67.4760869565217,7.22,7.98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,2,0,0,0.85871197366304,6.0637037037037,4.89,10.51150114,24.142694339,4.02747789,9.54990076394,3.56584462,15.908737947,1.3445,25.9,41.4957,18.6648,53.5669,28.681,10.57617635,,,17.453,,,2839.92910592638,1428.55446752814,482.441311550246,572.172430543861,791.164529349258,570.248657755421,135.845024710303,11.228,,,,,,,,1,67.3984210526316,62.1436363636364,57.757,54.2990909090909,62.3147368421053,58.4831818181818,8,8.37,8.56,7.09,6.86,6.89,7.11,7.35,25.69,26.01,1.3655,18.0923,2839.92910592638,572.172430543861,135.845024710303,1428.55446752814,572.172430543861,21.850089066,0.357087134105332,35.079695,,0.00817438692098082,-0.0123029603998462,0.0776659038900931,0.209999999999997,-0.0209999999999999,-0.0114334061330881,-0.0131396504521657,0.0011523401094136,-0.0153789820578542,1.1737037037037,1.4337037037037
2007-06-01,0.458737165688584,0.44897822986427,0.225895784322801,71.3161904761905,7.11,8.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,2,0,0,0.85711411631197,6.0637037037037,5.033,9.22215123,20.103344398,3.99040177,8.887739994,3.31860633,14.690873227,1.3543,25.82,40.3521,18.734,48.597,26.194,9.66284067,,,18.541,,,2839.92910592638,1428.55446752814,482.441311550246,572.172430543861,791.164529349258,570.248657755421,135.845024710303,7.653,,,,,,,,1,67.4760869565217,67.3984210526316,62.1436363636364,57.757,54.2990909090909,62.3147368421053,7.98,8,8.37,7.22,7.09,6.86,6.89,7.11,25.9,25.69,1.3445,18.6648,2839.92910592638,572.172430543861,135.845024710303,1428.55446752814,572.172430543861,24.142694339,0.382955713041086,34.82255,,-0.00308880308880302,0.00817438692098082,3.8401035196688,-0.0799999999999983,0.00980000000000003,-0.00159785735107021,-0.00186076053447138,0.056910584073187,0.00728895500185945,1.0307037037037,1.1737037037037
2007-07-01,0.492151826909187,0.468887998299652,0.228797260922577,77.2040909090909,7.26,8.13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0,2,0,0,0.851909874416665,6.0637037037037,4.771,10.27949216,20.886831254,4.67214741,9.96431435,3.29772391,14.413301526,1.3681,25.6,41.7678,20.0414,48.4993,29.083,10.83363652,,,19.332,,,3019.23745289098,1526.85933172752,510.350278329801,603.466182528041,822.809202290284,595.024790743823,135.845024710303,9.751,,,,,,,,1,71.3161904761905,67.4760869565217,67.3984210526316,62.1436363636364,57.757,54.2990909090909,8.03,7.98,8,7.11,7.22,7.09,6.86,6.89,25.82,25.9,1.3543,18.734,2839.92910592638,572.172430543861,135.845024710303,1428.55446752814,572.172430543861,20.103344398,0.422493086051753,34.968026,,-0.00852052672347013,-0.00308880308880302,5.8879004329004,-0.219999999999999,0.0138,-0.005204241895305,-0.00607181913850404,0.0825605012492376,0.0101897659307392,1.2927037037037,1.0307037037037
2007-08-01,0.498818116627038,0.484776032885121,0.234002466226671,70.7965217391304,7.7,8.34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,0,2,0,0,0.857048651183451,6.11444444444445,4.537,11.35726302,22.768345097,5.07230866,10.46320015,3.17986101,13.589006395,1.3625,25.65,41.9285,19.7246,47.4063,30.318,10.70856731,,,19.995,,,3019.23745289098,1526.85933172752,510.350278329801,603.466182528041,822.809202290284,595.024790743823,150.777248759163,10.323,,,,,,,,1,77.2040909090909,71.3161904761905,67.4760869565217,67.3984210526316,62.1436363636364,57.757,8.13,8.03,7.98,7.26,7.11,7.22,7.09,6.86,25.6,25.82,1.3681,20.0414,3019.23745289098,603.466182528041,150.777248759163,1526.85933172752,603.466182528041,20.886831254,0.435390557176535,35.02336,,0.00195312499999989,-0.00852052672347013,-6.4075691699605,0.0499999999999972,-0.00560000000000005,0.00513877676678654,0.00603206620923986,-0.0829952026441904,-0.00409326803596232,1.57744444444445,1.2927037037037
2007-09-01,0.491651305250679,0.496238042608296,0.23366059455074,77.127,8.09,8.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,2,0,0,0.843703298122882,6.14375,4.579,9.88604568,20.107839793,4.30570253,8.676687719,3.39626617,14.53504035,1.4274,24.95,40.3873,18.8003,48.5319,27.68,10.09198562,,,18.693,,,3019.23745289098,1526.85933172752,510.350278329801,603.466182528041,822.809202290284,595.024790743823,150.777248759163,8.987,,,,,,,,1,70.7965217391304,77.2040909090909,71.3161904761905,67.4760869565217,67.3984210526316,62.1436363636364,8.34,8.13,8.03,7.7,7.26,7.11,7.22,7.09,25.65,25.6,1.3625,19.7246,3019.23745289098,603.466182528041,150.777248759163,1526.85933172752,603.466182528041,22.768345097,0.458737165688584,34.948125,,-0.0272904483430799,0.00195312499999989,6.3304782608696,-0.699999999999999,0.0649,-0.0133453530605693,-0.0155712899636927,0.0894179276800634,0.0476330275229357,1.56475,1.57744444444445
2007-10-01,0.533681289113194,0.51246617912492,0.246842591681681,82.8578260869565,8.55,9.16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,2,0,0,0.834616728865011,6.20413043478261,4.475,12.3212277,23.087239428,5.45824503,10.650937081,3.92382431,15.896058631,1.4485,24.72,41.8696,18.507,54.2271,34.437,12.73370296,,,22.225,,,3332.77199175091,1628.96231143466,545.552857965737,727.887901854614,945.92610191662,636.409220458609,150.777248759163,12.212,,,,,,,,1,77.127,70.7965217391304,77.2040909090909,71.3161904761905,67.4760869565217,67.3984210526316,8.54,8.34,8.13,8.09,7.7,7.26,7.11,7.22,24.95,25.65,1.4274,18.8003,3019.23745289098,603.466182528041,150.777248759163,1526.85933172752,603.466182528041,20.107839793,0.492151826909187,35.61363,,-0.00921843687374751,-0.0272904483430799,5.73082608695651,-0.23,0.0210999999999999,-0.00908656925787099,-0.010769863384542,0.0743037598630378,0.0147821213394983,1.72913043478261,1.56475
2007-11-01,0.582867461507773,0.543744510500503,0.255527836201671,92.5281818181818,9.14,9.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,2,0,0,0.832849025269262,6.21533333333333,3.972,12.61190266,21.637685225,5.01246161,9.218413268,4.94135603,19.337838505,1.4628,24.35,40.244,19.8008,58.7938,35.197,12.6312797,,,22.61,,,3332.77199175091,1628.96231143466,545.552857965737,727.887901854614,945.92610191662,636.409220458609,120.852039037886,12.587,,,,,,,,1,82.8578260869565,77.127,70.7965217391304,77.2040909090909,71.3161904761905,67.4760869565217,9.16,8.54,8.34,8.55,8.09,7.7,7.26,7.11,24.72,24.95,1.4485,18.507,3332.77199175091,727.887901854614,120.852039037886,1628.96231143466,727.887901854614,23.087239428,0.498818116627038,35.80692,,-0.014967637540453,-0.00921843687374751,9.6703557312253,-0.369999999999997,0.0143000000000002,-0.00176770359574929,-0.00211798246382286,0.116710227481428,0.00987228167069396,2.24333333333333,1.72913043478261
2007-12-01,0.609173416908839,0.597724471465545,0.271734947744999,91.45,9.18,9.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,2,0,0,0.824432253407397,6.19916666666667,4.035,12.69953153,20.847153171,5.85014123,9.78735439032,5.70242175,20.985235051,1.4594,24.55,41.583,20.1655,61.6967,37.769,13.51690549,,,24.928,,,3332.77199175091,1628.96231143466,545.552857965737,727.887901854614,945.92610191662,636.409220458609,120.852039037886,12.841,,,,,,,,1,92.5281818181818,82.8578260869565,77.127,70.7965217391304,77.2040909090909,71.3161904761905,9.47,9.16,8.54,9.14,8.55,8.09,7.7,7.26,24.35,24.72,1.4628,19.8008,3332.77199175091,727.887901854614,120.852039037886,1628.96231143466,727.887901854614,21.637685225,0.491651305250679,35.61918,,0.00821355236139628,-0.014967637540453,-1.0781818181818,0.199999999999999,-0.00340000000000007,-0.00841677186186463,-0.0101059995347218,-0.0116524695178863,-0.00232430954334158,2.16416666666667,2.24333333333333
2008-01-01,0.61385156466191,0.620213779001318,0.294823161813281,91.9204545454545,9.94,10.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,2,0,0,0.81470950923074,6.02294117647059,3.639,13.02111373,21.212153686,5.02294025,8.098724053,6.53078986,22.151549491,1.4866,24.48,41.3741,19.9161,61.6909,33.87,9.29515616,,,15.558,,,3478.58398714559,1683.83423609846,579.731772790467,750.255489801675,1056.38881139331,692.174313812444,120.852039037886,18.312,,,,,,,,1,91.45,92.5281818181818,82.8578260869565,77.127,70.7965217391304,77.2040909090909,9.49,9.47,9.16,9.18,9.14,8.55,8.09,7.7,24.55,24.35,1.4594,20.1655,3332.77199175091,727.887901854614,120.852039037886,1628.96231143466,727.887901854614,20.847153171,0.533681289113194,35.82827,,-0.00285132382892058,0.00821355236139628,0.470454545454501,-0.0700000000000003,0.0271999999999999,-0.00972274417665742,-0.0117932603151722,0.00514439087429744,0.0186377963546662,2.38394117647059,2.16416666666667
2008-02-01,0.617030027890592,0.613325942613866,0.302096410577755,94.8166666666667,10.46,10.84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,2,0,0,0.809159558937282,6.32714285714286,3.534,11.98986109,19.431568235,5.64851122,9.20964014,5.94387772,19.675433113,1.518,24.12,38.6369,19.2385,57.9869,35.095,11.51274997,,,20.977,,,3478.58398714559,1683.83423609846,579.731772790467,750.255489801675,1056.38881139331,692.174313812444,100.54799087412,14.118,,,,,,,,1,91.9204545454545,91.45,92.5281818181818,82.8578260869565,77.127,70.7965217391304,10.7,9.49,9.47,9.94,9.18,9.14,8.55,8.09,24.48,24.55,1.4866,19.9161,3478.58398714559,750.255489801675,100.54799087412,1683.83423609846,750.255489801675,21.212153686,0.582867461507773,36.391968,,-0.0147058823529412,-0.00285132382892058,2.8962121212122,-0.359999999999999,0.0314000000000001,-0.00554995029345806,-0.00681218303036429,0.031507808958669,0.0211220234091215,2.79314285714286,2.38394117647059
2008-03-01,0.662921135112183,0.645909602129885,0.305872610812942,103.2775,10.96,11.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,2,0,0,0.806225172973421,6.33076923076923,3.432,13.61228378,20.533790611,6.95707646,10.77097543845,5.50432398,17.995478462,1.5783,23.52,41.253,20.419,60.5793,39.407,13.33331578,,,23.238,,,3478.58398714559,1683.83423609846,579.731772790467,750.255489801675,1056.38881139331,692.174313812444,100.54799087412,16.169,,,,,,,,1,94.8166666666667,91.9204545454545,91.45,92.5281818181818,82.8578260869565,77.127,10.84,10.7,9.49,10.46,9.94,9.18,9.14,8.55,24.12,24.48,1.518,19.2385,3478.58398714559,750.255489801675,100.54799087412,1683.83423609846,750.255489801675,19.431568235,0.609173416908839,36.61416,,-0.0248756218905473,-0.0147058823529412,8.4608333333333,-0.600000000000001,0.0603,-0.00293438596386042,-0.00362646147036108,0.0892336087185793,0.0397233201581028,2.89876923076923,2.79314285714286
2008-04-01,0.697483834961912,0.67188060591724,0.341453428316492,110.187727272727,11.42,12.19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,0,2,0,0,0.802183701570276,6.36827586206896,3.759,14.18759097,20.341103634,6.67161023,9.92975563105,5.30657454,15.541137092,1.5614,23.65,39.7706,18.1014,57.8605,40.525,14.35922426,,,25.211,,,3743.29529001688,1802.41253652196,620.301108622798,809.742909815975,1087.69911245518,744.474681732113,100.54799087412,15.314,,,,,,,,1,103.2775,94.8166666666667,91.9204545454545,91.45,92.5281818181818,82.8578260869565,11.04,10.84,10.7,10.96,10.46,9.94,9.18,9.14,23.52,24.12,1.5783,20.419,3478.58398714559,750.255489801675,100.54799087412,1683.83423609846,750.255489801675,20.533790611,0.61385156466191,37.121616,,0.0055272108843537,-0.0248756218905473,6.910227272727,0.129999999999999,-0.0169000000000001,-0.00404147140314526,-0.00501283207052441,0.0669093197717509,-0.0107077234999684,2.60927586206896,2.89876923076923
2008-05-01,0.764565782627599,0.732055213844106,0.341017123719546,123.93619047619,11.63,12.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,2,0,0,0.802977685010267,6.57416666666667,4.046,16.07788752,21.028782461,6.6630417,9.101829444,6.33499491,18.576764829,1.5553,23.74,41.2154,18.6828,56.1984,42.478,13.40207587,,,24.286,,,3743.29529001688,1802.41253652196,620.301108622798,809.742909815975,1087.69911245518,744.474681732113,167.614304333085,18.192,,,,,,,,1,110.187727272727,103.2775,94.8166666666667,91.9204545454545,91.45,92.5281818181818,12.19,11.04,10.84,11.42,10.96,10.46,9.94,9.18,23.65,23.52,1.5614,18.1014,3743.29529001688,809.742909815975,167.614304333085,1802.41253652196,809.742909815975,20.341103634,0.617030027890592,36.92711,,0.00380549682875264,0.0055272108843537,13.748463203463,0.0899999999999999,-0.00609999999999999,0.000793983439990931,0.000989777576428824,0.124773089923472,-0.00390675035224798,2.52816666666667,2.60927586206896
2008-06-01,0.833781371061968,0.775877205740623,0.36491399826839,133.048571428571,12.07,12.63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,2,0,0,0.799855523389988,6.6925,3.979,16.8133689,20.165200955,7.40207914,9.54027143114,5.66182466,15.515504165,1.5742,23.46,39.8758,20.0087,51.569,43.024,13.1467273,,,25.311,,,3743.29529001688,1802.41253652196,620.301108622798,809.742909815975,1087.69911245518,744.474681732113,167.614304333085,17.713,,,,,,,,1,123.93619047619,110.187727272727,103.2775,94.8166666666667,91.9204545454545,91.45,12.38,12.19,11.04,11.63,11.42,10.96,10.46,9.94,23.74,23.65,1.5553,18.6828,3743.29529001688,809.742909815975,167.614304333085,1802.41253652196,809.742909815975,21.028782461,0.662921135112183,36.922822,,-0.0117944397641111,0.00380549682875264,9.11238095238099,-0.279999999999998,0.0189000000000001,-0.00312216162027934,-0.00388822962152357,0.0735247784958471,0.0121519963994086,2.7135,2.52816666666667
2008-07-01,0.887367586395241,0.852276892814616,0.389426945458618,133.873043478261,12.35,14.37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0,2,0,0,0.792583660494639,6.99962962962963,3.979,17.89332984,20.164506924,8.57934394,10.0663810228,5.38232151,13.821132751,1.5597,23.45,41.2409,20.5131,49.345,46.546,14.69100471,,,28.686,,,3914.32247310004,1927.97713873874,657.883079760322,826.28497963343,1182.03040310255,798.326739818516,167.614304333085,17.86,,,,,,,,1,133.048571428571,123.93619047619,110.187727272727,103.2775,94.8166666666667,91.9204545454545,12.63,12.38,12.19,12.07,11.63,11.42,10.96,10.46,23.46,23.74,1.5742,20.0087,3743.29529001688,809.742909815975,167.614304333085,1802.41253652196,809.742909815975,20.165200955,0.697483834961912,36.930732,,-0.000426257459505608,-0.0117944397641111,0.824472049690002,-0.0100000000000016,-0.0145,-0.00727186289534831,-0.00909147050023277,0.0061967749133829,-0.00921102782365643,3.02062962962963,2.7135
2008-08-01,0.815530839602413,0.867050859331981,0.417126501716761,113.849047619048,13.25,14.64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,0,2,0,0,0.803285679910491,7.1525,3.813,16.30127212,19.988541608,9.10051365,10.49593983104,5.21579592,12.50411062,1.4684,24.58,41.5209,20.7639,48.5122,44.952,14.33441831,,,27.13,,,3914.32247310004,1927.97713873874,657.883079760322,826.28497963343,1182.03040310255,798.326739818516,118.47361168351,17.822,,,,,,,,1,133.873043478261,133.048571428571,123.93619047619,110.187727272727,103.2775,94.8166666666667,14.37,12.63,12.38,12.35,12.07,11.63,11.42,10.96,23.45,23.46,1.5597,20.5131,3914.32247310004,826.28497963343,118.47361168351,1927.97713873874,826.28497963343,20.164506924,0.764565782627599,36.574965,,0.0481876332622601,-0.000426257459505608,-20.023995859213,1.13,-0.0913000000000002,0.0107020194158519,0.0135027000293861,-0.149574517310982,-0.0585368981214337,3.3395,3.02062962962963
2008-09-01,0.702829125917206,0.78072395642045,0.389418903975098,99.0640909090909,14.39,14.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,2,0,0,0.822952856744181,7.25488372093024,3.827,13.54848344,19.27706599,8.52291318,10.9166794613,5.65471218,14.52089799,1.4076,25.25,40.2543,19.4864,51.9515,42.974,15.2478912,,,27.23,,,3914.32247310004,1927.97713873874,657.883079760322,826.28497963343,1182.03040310255,798.326739818516,118.47361168351,15.744,,,,,,,,1,113.849047619048,133.873043478261,133.048571428571,123.93619047619,110.187727272727,103.2775,14.64,14.37,12.63,13.25,12.35,12.07,11.63,11.42,24.58,23.45,1.4684,20.7639,3914.32247310004,826.28497963343,118.47361168351,1927.97713873874,826.28497963343,19.988541608,0.833781371061968,36.093272,,0.0272579332790888,0.0481876332622601,-14.7849567099571,0.670000000000002,-0.0608,0.0196671768336895,0.0244834152102412,-0.12986456205966,-0.0414056115499864,3.42788372093024,3.3395
2008-10-01,0.600340087580716,0.689498510707924,0.410412561490285,72.8426086956522,15.01,15.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,2,0,0,0.856110462242654,7.35235294117647,3.97,12.23967546,20.387902979,6.99874214,10.15048188112,5.96002574,14.522035384,1.2723,26.54,41.6528,20.1043,56.0785,38.383,13.18455666,,,26.711,,,3612.3683273659,1955.53224561816,696.172886143233,857.911504954564,958.818743160683,743.209959734068,118.47361168351,11.672,,,,,,,,1,99.0640909090909,113.849047619048,133.873043478261,133.048571428571,123.93619047619,110.187727272727,14.85,14.64,14.37,14.39,13.25,12.35,12.07,11.63,25.25,24.58,1.4076,19.4864,3914.32247310004,826.28497963343,118.47361168351,1927.97713873874,826.28497963343,19.27706599,0.887367586395241,35.5419,,0.0510891089108911,0.0272579332790888,-26.2214822134387,1.29,-0.1353,0.0331576054984729,0.0402910145177127,-0.26469209955706,-0.0961210571184995,3.38235294117647,3.42788372093024
2008-11-01,0.442079564536602,0.495127628538661,0.396875723130841,53.241,15.06,15.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,2,0,0,0.866954325500391,8.05875,2.957,8.61526656,19.488045255,4.59932296,9.28916645911,5.99804206,15.113149307,1.2711,27.61,39.9811,20.157,54.5812,29.353,10.14036842,,,21.076,,,3612.3683273659,1955.53224561816,696.172886143233,857.911504954564,958.818743160683,743.209959734068,-112.857092776671,8.277,,,,,,,,1,72.8426086956522,99.0640909090909,113.849047619048,133.873043478261,133.048571428571,123.93619047619,15.93,14.85,14.64,15.01,14.39,13.25,12.35,12.07,26.54,25.25,1.2723,20.1043,3612.3683273659,857.911504954564,-112.857092776671,1955.53224561816,857.911504954564,20.387902979,0.815530839602413,33.766842,,0.0403165033911078,0.0510891089108911,-19.6016086956522,1.07,-0.00120000000000009,0.0108438632577369,0.0126664300180732,-0.269095369408731,-0.000943173779768993,5.10175,3.38235294117647
2008-12-01,0.325192859195405,0.3522173031949,0.38215104496402,41.5809090909091,13.78,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,2,0,0,0.857118524808913,9.40354166666667,2.244,6.86017268,21.095705167,3.70468533,10.51818095362,5.90450229,15.450702982,1.3968,29.38,41.245,19.398,57.6234,29.692,13.2226397,,,23.258,,,3612.3683273659,1955.53224561816,696.172886143233,857.911504954564,958.818743160683,743.209959734068,-112.857092776671,6.434,,,,,,,,1,53.241,72.8426086956522,99.0640909090909,113.849047619048,133.873043478261,133.048571428571,15.81,15.93,14.85,15.06,15.01,14.39,13.25,12.35,27.61,26.54,1.2711,20.157,3612.3683273659,857.911504954564,-112.857092776671,1955.53224561816,857.911504954564,19.488045255,0.702829125917206,35.095071,,0.0641072075335023,0.0403165033911078,-11.6600909090909,1.77,0.1257,-0.00983580069147771,-0.0113452351550362,-0.219005858437875,0.0988907245692708,7.15954166666667,5.10175
2009-01-01,0.291586444852044,0.296553937688436,0.332400147773609,44.86,12.71,13.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,2,0,0,0.868543663749531,9.44771428571429,2.844,6.02452253,20.661188599,2.88552088,9.730172199,2.9307678,8.816987055,1.31978246706814,35.41,41.3158,19.5317,55.0199,18.868,7.02718879,,,10.28,,,3252.20158647809,1916.00426391054,659.297292296337,764.965169375791,779.755219783567,670.7475105962,-112.857092776671,8.588,,,,,,,,1,41.5809090909091,53.241,72.8426086956522,99.0640909090909,113.849047619048,133.873043478261,15.5,15.81,15.93,13.78,15.06,15.01,14.39,13.25,29.38,27.61,1.3968,19.398,3612.3683273659,857.911504954564,-112.857092776671,1955.53224561816,857.911504954564,21.095705167,0.600340087580716,41.037984,,0.205241660993873,0.0641072075335023,3.2790909090909,6.03,-0.077017532931857,0.0114251389406184,0.0133297071640885,0.0788604910470274,-0.0551385545044795,6.60371428571429,7.15954166666667
