n_y;n_c;n_j;n_ex;n_im;n_ds;n_g
6934.201122;3736.420011;1396.358888;1847.04475;1527.778626;202.2584959;1279.897605
6934.201122;3736.420011;1396.358888;1847.04475;1527.778626;202.2584959;1279.897605
7068.292788;3761.901468;1435.591784;1802.455625;1426.268367;195.5533122;1299.058966
7068.292788;3761.901468;1435.591784;1802.455625;1426.268367;195.5533122;1299.058966
7068.292788;3761.901468;1435.591784;1802.455625;1426.268367;195.5533122;1299.058966
7184.827167;3830.078352;1503.218796;1853.790011;1454.710342;128.7535104;1323.69684
7184.827167;3830.078352;1503.218796;1853.790011;1454.710342;128.7535104;1323.69684
7184.827167;3830.078352;1503.218796;1853.790011;1454.710342;128.7535104;1323.69684
7373.45308;3871.979058;1584.923369;1864.716303;1472.550372;183.8913236;1340.493398
7373.45308;3871.979058;1584.923369;1864.716303;1472.550372;183.8913236;1340.493398
7373.45308;3871.979058;1584.923369;1864.716303;1472.550372;183.8913236;1340.493398
7554.027999;3936.706108;1610.475046;1949.000306;1482.672196;181.601192;1358.917543
7554.027999;3936.706108;1610.475046;1949.000306;1482.672196;181.601192;1358.917543
7554.027999;3936.706108;1610.475046;1949.000306;1482.672196;181.601192;1358.917543
7554.349228;4013.818167;1624.157879;1916.498941;1562.403885;182.3228234;1379.955303
7554.349228;4013.818167;1624.157879;1916.498941;1562.403885;182.3228234;1379.955303
7554.349228;4013.818167;1624.157879;1916.498941;1562.403885;182.3228234;1379.955303
7652.934416;4094.888078;1634.225014;1992.519807;1605.593213;138.8577757;1398.036954
7652.934416;4094.888078;1634.225014;1992.519807;1605.593213;138.8577757;1398.036954
7652.934416;4094.888078;1634.225014;1992.519807;1605.593213;138.8577757;1398.036954
7838.485475;4104.134486;1649.686102;2116.425204;1660.802462;215.9613848;1413.08076
7838.485475;4104.134486;1649.686102;2116.425204;1660.802462;215.9613848;1413.08076
7838.485475;4104.134486;1649.686102;2116.425204;1660.802462;215.9613848;1413.08076
8210.483172;4144.033925;1716.193376;2298.472368;1703.862759;288.2088882;1467.437374
8210.483172;4144.033925;1716.193376;2298.472368;1703.862759;288.2088882;1467.437374
8210.483172;4144.033925;1716.193376;2298.472368;1703.862759;288.2088882;1467.437374
8534.885666;4221.258915;1764.718052;2634.931027;1828.568221;248.2061594;1494.339734
8534.885666;4221.258915;1764.718052;2634.931027;1828.568221;248.2061594;1494.339734
8534.885666;4221.258915;1764.718052;2634.931027;1828.568221;248.2061594;1494.339734
8724.451367;4313.669487;1806.93171;2833.626282;1781.256117;33.21066583;1518.269339
8724.451367;4313.669487;1806.93171;2833.626282;1781.256117;33.21066583;1518.269339
8724.451367;4313.669487;1806.93171;2833.626282;1781.256117;33.21066583;1518.269339
8996.962606;4388.101561;1763.516572;2834.873796;1835.917065;309.6544779;1536.733264
8996.962606;4388.101561;1763.516572;2834.873796;1835.917065;309.6544779;1536.733264
8996.962606;4388.101561;1763.516572;2834.873796;1835.917065;309.6544779;1536.733264
8960.24719;4445.811859;1878.132423;2692.702849;1920.98068;310.9307581;1553.649982
8960.24719;4445.811859;1878.132423;2692.702849;1920.98068;310.9307581;1553.649982
8960.24719;4445.811859;1878.132423;2692.702849;1920.98068;310.9307581;1553.649982
9003.923083;4528.906983;1913.649235;2591.204222;1893.481415;274.9529493;1588.691109
9003.923083;4528.906983;1913.649235;2591.204222;1893.481415;274.9529493;1588.691109
9003.923083;4528.906983;1913.649235;2591.204222;1893.481415;274.9529493;1588.691109
9005.315716;4617.260519;1962.224286;2624.533654;1855.351477;47.83608858;1608.812645
9005.315716;4617.260519;1962.224286;2624.533654;1855.351477;47.83608858;1608.812645
9005.315716;4617.260519;1962.224286;2624.533654;1855.351477;47.83608858;1608.812645
8989.828663;4530.659787;1918.001981;2636.146908;1889.937857;211.239932;1583.717912
8989.828663;4530.659787;1918.001981;2636.146908;1889.937857;211.239932;1583.717912
8989.828663;4530.659787;1918.001981;2636.146908;1889.937857;211.239932;1583.717912
